File,Column,Minimum,Maximum
551_HWFET.csv,Cnt,4.0,4.0
551_HWFET.csv,Power,0.0,0.0
551_LA92.csv,Voltage,2.85926,4.20872
551_LA92.csv,Current,-12.1447,5.99961
551_LA92.csv,Temperature,23.66067,25.02773
551_LA92.csv,Capacity,-2.59026,-0.0
551_LA92.csv,WhAccu,-9.26327,-0.0
551_LA92.csv,Cnt,5.0,5.0
551_LA92.csv,Power,-38.7910045116,25.140874932
551_Mixed1.csv,Voltage,2.92264,4.2008
551_Mixed1.csv,Current,-16.89019,5.99961
551_Mixed1.csv,Temperature,23.55551,25.869
551_Mixed1.csv,Capacity,-2.59012,-0.0
551_Mixed1.csv,WhAccu,-9.26432,-0.0
551_Mixed1.csv,Cnt,7.0,7.0
551_Mixed1.csv,Power,-50.872124374399995,24.9043508856
551_Mixed2.csv,Voltage,2.79942,4.20417
551_Mixed2.csv,Current,-16.44834,6.00217
551_Mixed2.csv,Temperature,23.55551,26.18447
551_Mixed2.csv,Capacity,-2.59028,0.00131
551_Mixed2.csv,WhAccu,-9.27438,0.00552
551_Mixed2.csv,Cnt,8.0,8.0
551_Mixed2.csv,Power,-50.866354089999994,25.184353617
551_UDDS.csv,Voltage,2.90056,4.19995
551_UDDS.csv,Current,-9.18451,5.27935
551_UDDS.csv,Temperature,23.55551,24.71226
551_UDDS.csv,Capacity,-2.59012,-0.0
551_UDDS.csv,WhAccu,-9.41467,-1e-05
551_UDDS.csv,Cnt,3.0,3.0
551_UDDS.csv,Power,-27.3726557217,17.6709875265
551_US06.csv,Voltage,2.79976,4.20333
551_US06.csv,Current,-17.91694,5.99961
551_US06.csv,Temperature,23.76583,26.81543
551_US06.csv,Capacity,-2.59013,-0.0
551_US06.csv,WhAccu,-9.06859,-0.0
551_US06.csv,Cnt,6.0,6.0
551_US06.csv,Power,-50.873673987400004,25.012477877400002
552_Cap_1C.csv,Voltage,2.79993,4.18579
552_Cap_1C.csv,Current,-3.00106,0.0
552_Cap_1C.csv,Temperature,23.76583,25.44836
552_Cap_1C.csv,Capacity,-2.6928,0.0
552_Cap_1C.csv,WhAccu,-9.69797,0.0
552_Cap_1C.csv,Cnt,1.0,1.0
552_Cap_1C.csv,Power,-12.25498944,0.0
552_Charge10.csv,Voltage,3.22515,4.19995
552_Charge10.csv,Current,0.0,3.00108
552_Charge10.csv,Temperature,23.34519,25.23805
552_Charge10.csv,Capacity,0.0,2.58695
552_Charge10.csv,WhAccu,0.0,10.1363
552_Charge10.csv,Cnt,2.0,3.0
552_Charge10.csv,Power,0.0,12.5456696082
552_Charge11.csv,Voltage,3.2297,4.19995
552_Charge11.csv,Current,0.0,3.00108
552_Charge11.csv,Temperature,23.45035,25.23805
552_Charge11.csv,Capacity,0.0,2.58247
552_Charge11.csv,WhAccu,0.0,10.12002
552_Charge11.csv,Cnt,3.0,4.0
552_Charge11.csv,Power,0.0,12.5507371239
552_Charge12.csv,Voltage,3.22734,4.19995
552_Charge12.csv,Current,0.0,3.00108
552_Charge12.csv,Temperature,23.45035,25.13289
552_Charge12.csv,Capacity,0.0,2.5816
552_Charge12.csv,WhAccu,0.0,10.11657
552_Charge12.csv,Cnt,4.0,5.0
552_Charge12.csv,Power,0.0,12.552746139000002
552_Charge13.csv,Voltage,3.22633,4.19995
552_Charge13.csv,Current,0.0,3.00108
552_Charge13.csv,Temperature,23.66067,25.13289
552_Charge13.csv,Capacity,0.0,2.58315
552_Charge13.csv,WhAccu,0.0,10.12151
552_Charge13.csv,Cnt,5.0,6.0
552_Charge13.csv,Power,0.0,12.5507371239
552_Charge14.csv,Voltage,3.22481,4.19995
552_Charge14.csv,Current,0.0,3.00108
552_Charge14.csv,Temperature,23.45035,25.13289
552_Charge14.csv,Capacity,0.0,2.5823
552_Charge14.csv,WhAccu,0.0,10.11828
552_Charge14.csv,Cnt,6.0,7.0
552_Charge14.csv,Power,0.0,12.5522363889
552_Charge15.csv,Voltage,3.21672,4.19995
552_Charge15.csv,Current,0.0,3.00108
552_Charge15.csv,Temperature,23.45035,25.02773
552_Charge15.csv,Capacity,0.0,2.58787
552_Charge15.csv,WhAccu,0.0,10.1375
552_Charge15.csv,Cnt,7.0,8.0
552_Charge15.csv,Power,0.0,12.5451598581
552_Charge16.csv,Voltage,0.0,4.19979
552_Charge16.csv,Current,0.0,0.10216
552_Charge16.csv,Temperature,23.34519,23.97615
552_Charge16.csv,Capacity,0.0,0.00463
552_Charge16.csv,WhAccu,0.0,0.01945
552_Charge16.csv,Cnt,8.0,9.0
552_Charge16.csv,Power,0.0,0.4290505464
552_Charge9.csv,Voltage,3.07529,4.19995
552_Charge9.csv,Current,0.0,3.00108
552_Charge9.csv,Temperature,23.55551,25.13289
552_Charge9.csv,Capacity,0.0,2.70858
552_Charge9.csv,WhAccu,0.0,10.56143
552_Charge9.csv,Cnt,1.0,2.0
552_Charge9.csv,Power,0.0,12.5795230119
552_Mixed3.csv,Voltage,2.99175,4.20231
552_Mixed3.csv,Current,-16.24401,5.99961
552_Mixed3.csv,Temperature,23.66067,25.55352
552_Mixed3.csv,Capacity,-2.55818,0.0002
552_Mixed3.csv,WhAccu,-9.14441,0.00093
552_Mixed3.csv,Cnt,2.0,2.0
552_Mixed3.csv,Power,-50.86959494760001,25.1802756162
552_Mixed4.csv,Voltage,2.88657,4.19995
552_Mixed4.csv,Current,-16.40236,5.99961
552_Mixed4.csv,Temperature,23.55551,25.55352
552_Mixed4.csv,Capacity,-2.55827,-5e-05
552_Mixed4.csv,WhAccu,-9.14538,-0.0002
552_Mixed4.csv,Cnt,3.0,3.0
552_Mixed4.csv,Power,-50.87002693299999,25.1671420548
552_Mixed5.csv,Voltage,2.79976,4.20063
552_Mixed5.csv,Current,-17.52872,5.99961
552_Mixed5.csv,Temperature,23.55551,26.28963
552_Mixed5.csv,Capacity,-2.55829,-0.0
552_Mixed5.csv,WhAccu,-9.14579,0.0
552_Mixed5.csv,Cnt,4.0,4.0
552_Mixed5.csv,Power,-50.8667425816,25.1802756162
552_Mixed6.csv,Voltage,2.97624,4.2008
552_Mixed6.csv,Current,-15.94518,5.99961
552_Mixed6.csv,Temperature,23.55551,25.44836
552_Mixed6.csv,Capacity,-2.55816,-0.0
552_Mixed6.csv,WhAccu,-9.17981,-0.0
552_Mixed6.csv,Cnt,5.0,5.0
552_Mixed6.csv,Power,-50.8753548737,24.8952353544
552_Mixed7.csv,Voltage,2.97371,4.19995
552_Mixed7.csv,Current,-15.62592,6.00217
552_Mixed7.csv,Temperature,23.66067,25.23805
552_Mixed7.csv,Capacity,-2.55822,-0.0
552_Mixed7.csv,WhAccu,-9.17689,-0.0
552_Mixed7.csv,Cnt,6.0,6.0
552_Mixed7.csv,Power,-50.8753972727,25.109510308199997
552_Mixed8.csv,Voltage,2.79976,4.20181
552_Mixed8.csv,Current,-15.07168,5.99961
552_Mixed8.csv,Temperature,23.66067,25.23805
552_Mixed8.csv,Capacity,-2.55821,-0.0
552_Mixed8.csv,WhAccu,-9.18608,-0.0
552_Mixed8.csv,Cnt,7.0,7.0
552_Mixed8.csv,Power,-50.8687593927,25.182314616600003
552_PausCycl.csv,Voltage,4.18394,4.20012
552_PausCycl.csv,Current,0.0,0.66918
552_PausCycl.csv,Temperature,23.24004,24.0813
552_PausCycl.csv,Capacity,0.0,0.01531
552_PausCycl.csv,WhAccu,0.0,0.0643
552_PausCycl.csv,Cnt,8.0,8.0
552_PausCycl.csv,Power,0.0,2.8104154722
555_C20DisCh.csv,Voltage,2.79993,4.19995
555_C20DisCh.csv,Current,-0.15325,0.15069
555_C20DisCh.csv,Temperature,38.17255,38.8035
555_C20DisCh.csv,Capacity,-2.68992,0.17689
555_C20DisCh.csv,WhAccu,-10.0143,0.81519
555_C20DisCh.csv,Cnt,13.0,13.0
555_C20DisCh.csv,Power,-0.639178165,0.6306557328
555_Dis_0p5C.csv,Voltage,2.79993,4.19995
555_Dis_0p5C.csv,Current,-1.49925,3.00108
555_Dis_0p5C.csv,Temperature,23.66067,39.11897
555_Dis_0p5C.csv,Capacity,-2.49524,2.68137
555_Dis_0p5C.csv,WhAccu,-9.03199,10.45856
555_Dis_0p5C.csv,Cnt,14.0,15.0
555_Dis_0p5C.csv,Power,-6.1818275400000005,12.572034303599999
555_Dis_2C.csv,Voltage,2.79993,4.19995
555_Dis_2C.csv,Current,-5.99956,3.00108
555_Dis_2C.csv,Temperature,23.55551,41.3273
555_Dis_2C.csv,Capacity,-2.62178,2.63477
555_Dis_2C.csv,WhAccu,-9.32315,10.29675
555_Dis_2C.csv,Cnt,16.0,18.0
555_Dis_2C.csv,Power,-23.771088510000002,12.554275389300003
555_HPPC.csv,Voltage,2.79993,4.20012
555_HPPC.csv,Current,-18.00122,5.99961
555_HPPC.csv,Temperature,23.76583,39.11897
555_HPPC.csv,Capacity,-2.67793,2.718
555_HPPC.csv,WhAccu,-9.59688,10.59228
555_HPPC.csv,Cnt,12.0,13.0
555_HPPC.csv,Power,-69.17202800860001,25.193022347099998
556_Charge1.csv,Voltage,4.17922,4.19995
556_Charge1.csv,Current,0.0,0.26818
556_Charge1.csv,Temperature,23.55551,38.48802
556_Charge1.csv,Capacity,0.0,0.01687
556_Charge1.csv,WhAccu,0.0,0.07086
556_Charge1.csv,Cnt,1.0,2.0
556_Charge1.csv,Power,0.0,1.126342591
556_Charge2.csv,Voltage,3.04562,4.19995
556_Charge2.csv,Current,0.0,3.00108
556_Charge2.csv,Temperature,23.66067,38.48802
556_Charge2.csv,Capacity,0.0,2.65945
556_Charge2.csv,WhAccu,0.0,10.38248
556_Charge2.csv,Cnt,2.0,3.0
556_Charge2.csv,Power,0.0,12.5871092928
556_Charge3.csv,Voltage,3.20441,4.19995
556_Charge3.csv,Current,0.0,3.00108
556_Charge3.csv,Temperature,23.66067,38.38286
556_Charge3.csv,Capacity,0.0,2.56752
556_Charge3.csv,WhAccu,0.0,10.06438
556_Charge3.csv,Cnt,3.0,4.0
556_Charge3.csv,Power,0.0,12.580032762000002
556_Charge4.csv,Voltage,3.23138,4.19995
556_Charge4.csv,Current,0.0,3.00108
556_Charge4.csv,Temperature,23.76583,38.48802
556_Charge4.csv,Capacity,0.0,2.54266
556_Charge4.csv,WhAccu,0.0,9.97551
556_Charge4.csv,Cnt,4.0,5.0
556_Charge4.csv,Power,0.0,12.5471988585
556_Charge5.csv,Voltage,3.21014,4.19995
556_Charge5.csv,Current,0.0,3.00108
556_Charge5.csv,Temperature,23.76583,38.48802
556_Charge5.csv,Capacity,0.0,2.55373
556_Charge5.csv,WhAccu,0.0,10.01443
556_Charge5.csv,Cnt,5.0,6.0
556_Charge5.csv,Power,0.0,12.533525561700001
556_Charge6.csv,Voltage,3.22885,4.19995
556_Charge6.csv,Current,0.0,3.00108
556_Charge6.csv,Temperature,23.66067,38.48802
556_Charge6.csv,Capacity,0.0,2.54409
556_Charge6.csv,WhAccu,0.0,9.97977
556_Charge6.csv,Cnt,6.0,7.0
556_Charge6.csv,Power,0.0,12.5558284716
556_Charge7.csv,Voltage,3.21351,4.19995
556_Charge7.csv,Current,0.0,3.00108
556_Charge7.csv,Temperature,23.66067,38.59318
556_Charge7.csv,Capacity,0.0,2.55201
556_Charge7.csv,WhAccu,0.0,10.0078
556_Charge7.csv,Cnt,7.0,8.0
556_Charge7.csv,Power,0.0,12.536584062300001
556_Charge8.csv,Voltage,3.2179,4.19995
556_Charge8.csv,Current,0.0,3.00108
556_Charge8.csv,Temperature,23.66067,38.59318
556_Charge8.csv,Capacity,0.0,2.54964
556_Charge8.csv,WhAccu,0.0,9.99938
556_Charge8.csv,Cnt,8.0,9.0
556_Charge8.csv,Power,0.0,12.540122327699999
556_HWFET.csv,Voltage,3.06119,4.19995
556_HWFET.csv,Current,-7.1489,5.99961
556_HWFET.csv,Temperature,38.27771,39.43445
556_HWFET.csv,Capacity,-2.52551,-0.0
556_HWFET.csv,WhAccu,-9.29825,-0.0
556_HWFET.csv,Cnt,4.0,4.0
556_HWFET.csv,Power,-22.5308617952,24.4768850928
556_LA92.csv,Voltage,2.99158,4.20147
556_LA92.csv,Current,-11.99656,5.99961
556_LA92.csv,Temperature,38.27771,39.53961
556_LA92.csv,Capacity,-2.52554,-0.0
556_LA92.csv,WhAccu,-9.12058,-0.0
556_LA92.csv,Cnt,5.0,5.0
556_LA92.csv,Power,-38.7987301548,25.172803661399996
556_Mixed1.csv,Voltage,2.94422,4.20029
556_Mixed1.csv,Current,-16.46877,6.00217
556_Mixed1.csv,Temperature,38.38286,40.17056
556_Mixed1.csv,Capacity,-2.52554,-0.0
556_Mixed1.csv,WhAccu,-9.13857,-0.0
556_Mixed1.csv,Cnt,7.0,7.0
556_Mixed1.csv,Power,-50.8740460788,24.9316375086
556_Mixed2.csv,Voltage,2.80718,4.2008
556_Mixed2.csv,Current,-16.18271,5.99961
556_Mixed2.csv,Temperature,38.27771,40.17056
556_Mixed2.csv,Capacity,-2.52553,0.00195
556_Mixed2.csv,WhAccu,-9.14623,0.00819
556_Mixed2.csv,Cnt,8.0,8.0
556_Mixed2.csv,Power,-50.8697734221,25.1731990854
556_UDDS.csv,Voltage,2.95382,4.19995
556_UDDS.csv,Current,-9.2126,5.27169
556_UDDS.csv,Temperature,38.27771,39.01382
556_UDDS.csv,Capacity,-2.52551,-0.0
556_UDDS.csv,WhAccu,-9.25285,-0.0
556_UDDS.csv,Cnt,3.0,3.0
556_UDDS.csv,Power,-27.375223437200003,17.628672277
556_US06.csv,Voltage,2.85319,4.2008
556_US06.csv,Current,-17.81477,5.99961
556_US06.csv,Temperature,38.38286,40.80151
556_US06.csv,Capacity,-2.52561,-0.0
556_US06.csv,WhAccu,-8.97181,-0.0
556_US06.csv,Cnt,6.0,6.0
556_US06.csv,Power,-50.8815434723,25.073168124600002
557_Cap_1C.csv,Voltage,2.79993,4.18276
557_Cap_1C.csv,Current,-3.00106,0.0
557_Cap_1C.csv,Temperature,-0.42063,38.38286
557_Cap_1C.csv,Capacity,-2.50036,0.0
557_Cap_1C.csv,WhAccu,-8.78606,0.0
557_Cap_1C.csv,Cnt,1.0,1.0
557_Cap_1C.csv,Power,-12.293400225,0.0
557_Charge10.csv,Voltage,0.0,3.39337
557_Charge10.csv,Current,0.0,0.0
557_Charge10.csv,Temperature,23.76583,38.06739
557_Charge10.csv,Capacity,0.0,0.0
557_Charge10.csv,WhAccu,0.0,0.0
557_Charge10.csv,Cnt,2.0,2.0
557_Charge10.csv,Power,0.0,0.0
557_Charge9.csv,Voltage,3.25532,4.19995
557_Charge9.csv,Current,0.0,3.00108
557_Charge9.csv,Temperature,1.2619,38.48802
557_Charge9.csv,Capacity,0.0,2.51489
557_Charge9.csv,WhAccu,0.0,9.87276
557_Charge9.csv,Cnt,1.0,2.0
557_Charge9.csv,Power,0.0,12.579043247100001
557_Mixed3.csv,Voltage,3.10536,4.2013
557_Mixed3.csv,Current,-15.82003,5.99961
557_Mixed3.csv,Temperature,38.38286,39.96024
557_Mixed3.csv,Capacity,-2.37552,0.00076
557_Mixed3.csv,WhAccu,-8.66238,0.00326
557_Mixed3.csv,Cnt,2.0,2.0
557_Mixed3.csv,Power,-50.87637286140001,25.1788632675
562_Charge10.csv,Voltage,3.08102,4.19995
562_Charge10.csv,Current,0.0,3.00108
562_Charge10.csv,Temperature,18.40274,23.55551
562_Charge10.csv,Capacity,0.0,2.62256
562_Charge10.csv,WhAccu,0.0,10.26628
562_Charge10.csv,Cnt,1.0,2.0
562_Charge10.csv,Power,0.0,12.5921768085
562_Charge11.csv,Voltage,4.09814,4.19995
562_Charge11.csv,Current,0.0,2.52602
562_Charge11.csv,Temperature,23.02972,23.97615
562_Charge11.csv,Capacity,0.0,0.20196
562_Charge11.csv,WhAccu,0.0,0.84793
562_Charge11.csv,Cnt,2.0,3.0
562_Charge11.csv,Power,0.0,10.609157699
562_Charge12.csv,Voltage,4.09865,4.19995
562_Charge12.csv,Current,0.0,2.54134
562_Charge12.csv,Temperature,23.34519,25.23805
562_Charge12.csv,Capacity,0.0,0.19779
562_Charge12.csv,WhAccu,0.0,0.83042
562_Charge12.csv,Cnt,3.0,4.0
562_Charge12.csv,Power,0.0,10.673500933
562_Charge13.csv,Voltage,4.09865,4.19995
562_Charge13.csv,Current,0.0,2.4213
562_Charge13.csv,Temperature,22.60908,23.97615
562_Charge13.csv,Capacity,0.0,0.19582
562_Charge13.csv,WhAccu,0.0,0.82222
562_Charge13.csv,Cnt,4.0,5.0
562_Charge13.csv,Power,0.0,10.169338935
562_Charge14.csv,Voltage,4.09865,4.19995
562_Charge14.csv,Current,0.0,2.40087
562_Charge14.csv,Temperature,22.71424,23.66067
562_Charge14.csv,Capacity,0.0,0.19492
562_Charge14.csv,WhAccu,0.0,0.81844
562_Charge14.csv,Cnt,5.0,6.0
562_Charge14.csv,Power,0.0,10.0835339565
562_Charge15.csv,Voltage,4.09848,4.19995
562_Charge15.csv,Current,0.0,2.40342
562_Charge15.csv,Temperature,22.60908,23.66067
562_Charge15.csv,Capacity,0.0,0.19557
562_Charge15.csv,WhAccu,0.0,0.82117
562_Charge15.csv,Cnt,6.0,7.0
562_Charge15.csv,Power,0.0,10.094243829000002
562_Charge16.csv,Voltage,4.16253,4.19995
562_Charge16.csv,Current,0.0,0.51849
562_Charge16.csv,Temperature,22.8194,23.13488
562_Charge16.csv,Capacity,0.0,0.03596
562_Charge16.csv,WhAccu,0.0,0.15101
562_Charge16.csv,Cnt,7.0,8.0
562_Charge16.csv,Power,0.0,2.1776320755
562_Mixed4.csv,Voltage,3.91039,4.19995
562_Mixed4.csv,Current,-6.9931,4.54888
562_Mixed4.csv,Temperature,22.92456,23.45035
562_Mixed4.csv,Capacity,-0.18966,0.0
562_Mixed4.csv,WhAccu,-0.76109,0.0
562_Mixed4.csv,Cnt,2.0,2.0
562_Mixed4.csv,Power,-27.3746750184,19.0437496536
562_Mixed5.csv,Voltage,3.84769,4.20804
562_Mixed5.csv,Current,-10.08099,5.99706
562_Mixed5.csv,Temperature,23.87099,24.50194
562_Mixed5.csv,Capacity,-0.18974,-0.0
562_Mixed5.csv,WhAccu,-0.7477,0.0
562_Mixed5.csv,Cnt,3.0,3.0
562_Mixed5.csv,Power,-38.7906053628,25.1802756162
562_Mixed6.csv,Voltage,3.75768,4.21327
562_Mixed6.csv,Current,-13.15356,5.14909
562_Mixed6.csv,Temperature,23.24004,25.23805
562_Mixed6.csv,Capacity,-0.18981,-0.0
562_Mixed6.csv,WhAccu,-0.73956,0.0
562_Mixed6.csv,Cnt,4.0,4.0
562_Mixed6.csv,Power,-49.6212594219,21.494876205
562_Mixed7.csv,Voltage,3.79122,4.19995
562_Mixed7.csv,Current,-13.07694,5.12611
562_Mixed7.csv,Temperature,22.71424,24.39678
562_Mixed7.csv,Capacity,-0.18987,-0.0
562_Mixed7.csv,WhAccu,-0.74891,0.0
562_Mixed7.csv,Cnt,5.0,5.0
562_Mixed7.csv,Power,-49.61908983359999,21.413505584
562_Mixed8.csv,Voltage,3.77605,4.20417
562_Mixed8.csv,Current,-12.43075,4.84515
562_Mixed8.csv,Temperature,22.8194,23.97615
562_Mixed8.csv,Capacity,-0.18965,0.0
562_Mixed8.csv,WhAccu,-0.74724,0.0
562_Mixed8.csv,Cnt,6.0,6.0
562_Mixed8.csv,Power,-46.9391335375,20.3208013575
562_PausCycl.csv,Voltage,4.04018,4.20147
562_PausCycl.csv,Current,-4.05079,2.66394
562_PausCycl.csv,Temperature,22.8194,23.13488
562_PausCycl.csv,Capacity,-0.03,-0.0
562_PausCycl.csv,WhAccu,-0.12269,-1e-05
562_PausCycl.csv,Cnt,7.0,7.0
562_PausCycl.csv,Power,-16.370052548,11.1417159348
593_C20DisCh.csv,Voltage,2.79993,4.19995
593_C20DisCh.csv,Current,-0.15325,0.15069
593_C20DisCh.csv,Temperature,-12.09323,-8.51784
593_C20DisCh.csv,Capacity,-2.56366,0.03809
593_C20DisCh.csv,WhAccu,-9.51437,0.40886
593_C20DisCh.csv,Cnt,46.0,46.0
593_C20DisCh.csv,Power,-0.6330558275,0.6316713834
593_Dis_0p5C.csv,Voltage,2.79993,4.19995
593_Dis_0p5C.csv,Current,-1.49925,3.00108
593_Dis_0p5C.csv,Temperature,-10.93649,25.65868
593_Dis_0p5C.csv,Capacity,-2.33322,2.4338
593_Dis_0p5C.csv,WhAccu,-7.88893,9.58213
593_Dis_0p5C.csv,Cnt,47.0,48.0
593_Dis_0p5C.csv,Power,-5.8181844525,12.570947216100002
593_Dis_2C.csv,Voltage,2.79993,4.19995
593_Dis_2C.csv,Current,-5.99956,3.00108
593_Dis_2C.csv,Temperature,-10.09522,25.34321
593_Dis_2C.csv,Capacity,-1.95394,1.96263
593_Dis_2C.csv,WhAccu,-6.37634,7.8683
593_Dis_2C.csv,Cnt,49.0,51.0
593_Dis_2C.csv,Power,-21.389571316399998,12.590647558200002
593_HPPC.csv,Voltage,2.78813,4.20451
593_HPPC.csv,Current,-11.99911,3.00108
593_HPPC.csv,Temperature,-11.98807,26.07932
593_HPPC.csv,Capacity,-2.47254,2.49189
593_HPPC.csv,WhAccu,-8.64419,9.78552
593_HPPC.csv,Cnt,45.0,46.0
593_HPPC.csv,Power,-42.708312231899995,12.5628511851
596_Cap_1C.csv,Voltage,2.79993,4.19085
596_Cap_1C.csv,Current,-3.00106,0.0
596_Cap_1C.csv,Temperature,-10.09522,-6.30951
596_Cap_1C.csv,Capacity,-2.26338,0.0
596_Cap_1C.csv,WhAccu,-7.60935,0.0
596_Cap_1C.csv,Cnt,1.0,1.0
596_Cap_1C.csv,Power,-11.259316886799999,0.0
596_Charge1.csv,Voltage,4.18512,4.19979
596_Charge1.csv,Current,0.0,0.18134
596_Charge1.csv,Temperature,-10.20038,24.50194
596_Charge1.csv,Capacity,0.0,0.01087
596_Charge1.csv,WhAccu,0.0,0.04566
596_Charge1.csv,Cnt,1.0,2.0
596_Charge1.csv,Power,0.0,0.7615899186
596_Charge2.csv,Voltage,3.44967,4.19995
596_Charge2.csv,Current,0.0,3.00108
596_Charge2.csv,Temperature,-10.20038,25.23805
596_Charge2.csv,Capacity,0.0,2.26514
596_Charge2.csv,WhAccu,0.0,8.97697
596_Charge2.csv,Cnt,1.0,2.0
596_Charge2.csv,Power,0.0,12.592686558600002
596_Charge3.csv,Voltage,3.4785,4.19995
596_Charge3.csv,Current,0.0,3.00108
596_Charge3.csv,Temperature,-10.20038,25.13289
596_Charge3.csv,Capacity,0.0,2.18224
596_Charge3.csv,WhAccu,0.0,8.671
596_Charge3.csv,Cnt,2.0,3.0
596_Charge3.csv,Power,0.0,12.569417965800001
596_Charge4.csv,Voltage,3.48575,4.19995
596_Charge4.csv,Current,0.0,3.00108
596_Charge4.csv,Temperature,-10.30554,25.13289
596_Charge4.csv,Capacity,0.0,2.1611
596_Charge4.csv,WhAccu,0.0,8.596
596_Charge4.csv,Cnt,3.0,4.0
596_Charge4.csv,Power,0.0,12.530497046400003
596_Charge5.csv,Voltage,3.48423,4.19995
596_Charge5.csv,Current,0.0,2.99853
596_Charge5.csv,Temperature,-10.09522,25.13289
596_Charge5.csv,Capacity,0.0,2.16836
596_Charge5.csv,WhAccu,0.0,8.62131
596_Charge5.csv,Cnt,4.0,5.0
596_Charge5.csv,Power,0.0,12.588128793000001
596_HWFET.csv,Voltage,2.79942,4.20097
596_HWFET.csv,Current,-7.53967,3.00108
596_HWFET.csv,Temperature,-9.99006,-7.25594
596_HWFET.csv,Capacity,-2.15027,-0.0
596_HWFET.csv,WhAccu,-7.34853,-1e-05
596_HWFET.csv,Cnt,3.0,3.0
596_HWFET.csv,Power,-22.5204538258,12.452655207600001
596_LA92.csv,Voltage,2.79403,4.2131
596_LA92.csv,Current,-11.99911,3.08026
596_LA92.csv,Temperature,-10.20038,-7.3611
596_LA92.csv,Capacity,-2.15036,-0.0
596_LA92.csv,WhAccu,-7.09329,0.0
596_LA92.csv,Cnt,4.0,4.0
596_LA92.csv,Power,-38.6235575252,12.590647558200002
596_UDDS.csv,Voltage,2.79976,4.20248
596_UDDS.csv,Current,-9.74896,3.00108
596_UDDS.csv,Temperature,-10.30554,-8.41268
596_UDDS.csv,Capacity,-2.15023,-0.0
596_UDDS.csv,WhAccu,-7.35792,-0.0
596_UDDS.csv,Cnt,2.0,2.0
596_UDDS.csv,Power,-27.3638545609,12.592686558600002
601_Charge6.csv,Voltage,3.48945,4.19995
601_Charge6.csv,Current,0.0,3.00108
601_Charge6.csv,Temperature,-10.09522,25.02773
601_Charge6.csv,Capacity,0.0,2.14143
601_Charge6.csv,WhAccu,0.0,8.52304
601_Charge6.csv,Cnt,2.0,3.0
601_Charge6.csv,Power,0.0,12.555264904200001
601_Charge7.csv,Voltage,3.48659,4.19995
601_Charge7.csv,Current,0.0,3.00108
601_Charge7.csv,Temperature,-10.09522,25.34321
601_Charge7.csv,Capacity,0.0,2.14482
601_Charge7.csv,WhAccu,0.0,8.53488
601_Charge7.csv,Cnt,3.0,4.0
601_Charge7.csv,Power,0.0,12.5512168887
601_Charge8.csv,Voltage,3.48811,4.19995
601_Charge8.csv,Current,0.0,3.00108
601_Charge8.csv,Temperature,-10.20038,25.34321
601_Charge8.csv,Capacity,0.0,2.14365
601_Charge8.csv,WhAccu,0.0,8.5301
601_Charge8.csv,Cnt,4.0,5.0
601_Charge8.csv,Power,0.0,12.554755154099999
601_Mixed1.csv,Voltage,2.79942,4.20215
601_Mixed1.csv,Current,-11.99911,3.04961
601_Mixed1.csv,Temperature,-10.09522,-6.30951
601_Mixed1.csv,Capacity,-2.12983,-0.0
601_Mixed1.csv,WhAccu,-7.12342,-0.0
601_Mixed1.csv,Cnt,3.0,3.0
601_Mixed1.csv,Power,-40.8111329498,12.5891482932
601_Mixed2.csv,Voltage,2.78813,4.20956
601_Mixed2.csv,Current,-11.99911,3.04961
601_Mixed2.csv,Temperature,-9.99006,-5.5734
601_Mixed2.csv,Capacity,-2.12991,3e-05
601_Mixed2.csv,WhAccu,-7.06634,0.00014
601_Mixed2.csv,Cnt,4.0,4.0
601_Mixed2.csv,Power,-39.4175563144,12.591157308300001
601_US06.csv,Voltage,2.78628,4.2008
601_US06.csv,Current,-11.99911,3.06749
601_US06.csv,Temperature,-9.99006,-4.73213
601_US06.csv,Capacity,-2.12984,-0.0
601_US06.csv,WhAccu,-6.7717,-0.0
601_US06.csv,Cnt,2.0,2.0
601_US06.csv,Power,-41.9024101508,12.541621592700002
602_Cap_1C.csv,Voltage,2.79993,4.19085
602_Cap_1C.csv,Current,-3.00106,0.0
602_Cap_1C.csv,Temperature,-10.09522,-6.51983
602_Cap_1C.csv,Capacity,-2.2319,0.0
602_Cap_1C.csv,WhAccu,-7.49754,0.0
602_Cap_1C.csv,Cnt,1.0,1.0
602_Cap_1C.csv,Power,-11.248182954199999,0.0
602_Charge10.csv,Voltage,3.45237,4.19995
602_Charge10.csv,Current,0.0,3.00108
602_Charge10.csv,Temperature,-10.09522,25.13289
602_Charge10.csv,Capacity,0.0,2.23311
602_Charge10.csv,WhAccu,0.0,8.85875
602_Charge10.csv,Cnt,1.0,2.0
602_Charge10.csv,Power,0.0,12.570947216100002
602_Charge11.csv,Voltage,3.48979,4.19995
602_Charge11.csv,Current,0.0,3.00108
602_Charge11.csv,Temperature,-10.09522,25.23805
602_Charge11.csv,Capacity,0.0,2.13612
602_Charge11.csv,WhAccu,0.0,8.5029
602_Charge11.csv,Cnt,2.0,3.0
602_Charge11.csv,Power,0.0,12.565879700400002
602_Charge12.csv,Voltage,3.48827,4.19995
602_Charge12.csv,Current,0.0,2.99853
602_Charge12.csv,Temperature,-10.20038,25.23805
602_Charge12.csv,Capacity,0.0,2.13409
602_Charge12.csv,WhAccu,0.0,8.49567
602_Charge12.csv,Cnt,3.0,4.0
