File,Header_Line,Number_of_Columns,Columns
585_C20DisCh.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
601_Charge6.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
601_Charge7.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
601_Charge8.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
601_Mixed1.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
601_Mixed2.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
601_US06.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
602_Cap_1C.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
602_Charge10.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
602_Charge11.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
602_Charge12.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
602_Charge17.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
602_Mixed4.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
602_Mixed5.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
604_Charge10.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
604_Charge13.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
604_Charge14.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
604_Charge15.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
604_Charge16.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
604_Charge17.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
604_Charge9.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
604_Mixed3.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
604_Mixed6.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
604_Mixed7.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
604_Mixed8.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
604_PausCycl.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
607_C20DisCh.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
607_Dis_0p5C.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
607_Dis_2C.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
607_HPPC.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_Cap_1C.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_Charge1.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_Charge2.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_Charge3.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_Charge4.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_Charge5.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_Charge6.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_Charge7.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_Charge8.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_HWFET.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_LA92.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_Mixed1.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_Mixed2.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_UDDS.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
610_US06.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Cap_1C.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Charge10.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Charge11.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Charge12.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Charge13.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Charge14.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Charge15.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Charge17.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Charge9.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Mixed3.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Mixed4.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Mixed5.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Mixed6.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Mixed7.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_Mixed8.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
611_PausCycl.csv,28,15,Time Stamp | Step | Status | Prog Time | Step Time | Cycle | Cycle Level | Procedure | Voltage | Current | Temperature | Capacity | WhAccu | Cnt | Unnamed: 14
